syn_error_rate,connection_time,destination_same_source_port_rate,destination_different_server_rate,connection_status,connection_count,destination_server_different_host_rate,suspicious_activity,protocol,server_different_host_rate,destination_server_syn_error_rate,destination_host_server_count,destination_same_server_rate,fragment_errors,compromised_count,source_bytes,service_type,destination_syn_error_rate,same_server_rate,reset_error_rate,server_request_count,destination_server_reset_error_rate,server_reset_error_rate,server_syn_error_rate,destination_bytes,guest_login,authentication_status,destination_host_count,destination_reset_error_rate,different_server_rate,class
0.0,0,0.01,0.0,SF,4,0.17,0,tcp,0.0,0.0,245,1.0,0,0,413,http,0.0,1.0,0.0,4,0.69,0.0,0.0,6825,0,1,88,0.14,0.0,normal
0.0,0,0.01,0.0,SF,1,0.13,0,tcp,1.0,0.0,246,1.0,0,0,165,http,0.0,1.0,0.0,3,0.51,0.0,0.0,7527,0,1,84,0.32,0.0,normal
0.0,0,0.0,0.01,SF,281,0.0,0,udp,0.0,0.0,251,0.98,0,0,45,domain_u,0.0,1.0,0.0,281,0.0,0.0,0.0,130,0,0,255,0.0,0.0,normal
0.0,0,0.0,0.0,SF,198,0.0,0,udp,0.01,0.0,255,1.0,0,0,42,domain_u,0.0,0.99,0.0,200,0.0,0.0,0.0,72,0,0,255,0.0,0.01,normal
0.0,0,0.08,0.0,SF,12,0.02,0,tcp,0.0,0.0,255,1.0,0,0,307,http,0.0,1.0,0.0,12,0.0,0.0,0.0,1109,0,1,12,0.0,0.0,normal
0.0,0,0.0,0.01,SF,5,0.0,0,tcp,0.0,0.0,249,0.98,0,0,305,http,0.0,1.0,0.0,5,0.0,0.0,0.0,2507,0,1,255,0.0,0.0,normal
0.0,0,0.0,0.0,SF,1,0.0,0,tcp,1.0,0.0,255,1.0,0,0,214,http,0.0,1.0,0.0,2,0.0,0.0,0.0,602,0,1,255,0.0,0.0,normal
0.0,0,0.0,0.0,SF,3,0.0,0,tcp,0.0,0.0,255,1.0,0,0,212,http,0.0,1.0,0.0,3,0.0,0.0,0.0,11193,0,1,255,0.0,0.0,normal
0.0,0,0.0,0.0,SF,24,0.0,0,tcp,0.0,0.0,255,1.0,0,0,322,http,0.0,1.0,0.0,24,0.0,0.0,0.0,4083,0,1,255,0.0,0.0,normal
0.0,0,0.01,0.0,SF,20,0.0,0,tcp,0.12,0.0,255,1.0,0,0,214,http,0.0,1.0,0.0,24,0.0,0.0,0.0,1394,0,1,255,0.0,0.0,normal
0.0,0,0.01,0.02,SF,150,0.0,0,udp,0.01,0.0,228,0.89,0,0,45,domain_u,0.0,0.99,0.0,216,0.0,0.0,0.0,138,0,0,255,0.0,0.01,normal
0.0,550,0.95,0.65,SF,1,0.0,0,udp,0.0,0.0,1,0.0,0,0,147,other,0.0,1.0,0.0,1,0.0,0.0,0.0,105,0,0,255,0.0,0.0,normal
0.0,0,0.01,0.0,SF,1,0.03,0,tcp,0.0,0.0,255,1.0,0,0,250,http,0.0,1.0,0.0,1,0.0,0.0,0.0,5966,0,1,120,0.0,0.0,normal
0.0,0,0.14,0.0,SF,1,0.03,0,tcp,0.33,0.0,255,1.0,0,0,198,http,0.0,1.0,0.0,6,0.0,0.0,0.0,7003,0,1,7,0.0,0.0,normal
0.0,2835,0.9,0.62,SF,1,0.0,0,udp,0.0,0.0,1,0.0,0,0,146,other,0.0,1.0,0.0,1,0.0,0.0,0.0,105,0,0,255,0.0,0.0,normal
0.0,0,0.02,0.0,SF,15,0.05,0,tcp,0.0,0.0,255,1.0,0,0,251,http,0.0,1.0,0.0,15,0.0,0.0,0.0,2500,0,1,46,0.0,0.0,normal
0.0,3209,0.19,0.13,SF,1,0.0,0,udp,0.0,0.0,1,0.0,0,0,145,other,0.0,1.0,0.0,1,0.0,0.0,0.0,105,0,0,255,0.0,0.0,normal
0.0,0,0.0,0.01,SF,156,0.0,0,udp,0.0,0.0,254,1.0,0,0,45,domain_u,0.0,1.0,0.0,156,0.0,0.0,0.0,74,0,0,255,0.0,0.0,normal
0.0,0,0.01,0.01,SF,151,0.0,0,udp,0.01,0.0,254,1.0,0,0,44,domain_u,0.0,0.99,0.0,231,0.0,0.0,0.0,44,0,0,255,0.0,0.01,normal
0.0,0,0.03,0.0,SF,4,0.07,0,tcp,0.0,0.0,255,1.0,0,0,242,http,0.0,1.0,0.0,4,0.0,0.0,0.0,15360,0,1,32,0.0,0.0,normal
0.0,0,0.0,0.01,SF,255,0.0,0,udp,0.0,0.0,235,0.92,0,0,45,domain_u,0.0,1.0,0.0,255,0.0,0.0,0.0,74,0,0,255,0.0,0.0,normal
0.0,1,0.0,0.06,SF,1,0.0,0,tcp,1.0,0.01,134,0.53,0,0,1020,smtp,0.02,1.0,0.0,2,0.0,0.0,0.0,358,0,1,255,0.0,0.0,normal
0.0,0,0.04,0.0,SF,1,0.02,0,tcp,1.0,0.0,255,1.0,0,0,241,http,0.0,1.0,0.0,4,0.0,0.0,0.0,39228,0,1,27,0.0,0.0,normal
0.0,0,0.04,0.0,SF,23,0.06,0,tcp,0.08,0.0,255,1.0,0,0,348,http,0.0,1.0,0.0,26,0.0,0.0,0.0,2280,0,1,23,0.0,0.0,normal
0.0,14101,0.97,0.58,SF,4,0.0,0,udp,0.0,0.0,4,0.02,0,0,147,other,0.0,0.5,0.0,2,0.0,0.0,0.0,105,0,0,255,0.0,0.5,normal
0.0,0,0.0,0.0,SF,22,0.0,0,udp,0.0,0.0,255,1.0,0,0,43,domain_u,0.0,1.0,0.0,22,0.0,0.0,0.0,74,0,0,255,0.0,0.0,normal
0.0,0,0.05,0.11,SF,1,0.02,0,tcp,1.0,0.0,231,0.89,0,0,3034,smtp,0.0,1.0,0.0,4,0.0,0.0,0.0,409,0,1,19,0.0,0.0,normal
0.0,0,0.0,0.02,SF,1,0.0,0,tcp,0.0,0.0,241,0.95,0,0,264,http,0.0,1.0,0.0,1,0.0,0.0,0.0,3011,0,1,255,0.0,0.0,normal
0.0,0,0.01,0.08,SF,1,0.02,0,tcp,0.0,0.0,132,0.43,0,0,1200,smtp,0.0,1.0,0.0,1,0.0,0.0,0.0,331,0,1,90,0.0,0.0,normal
0.0,0,0.01,0.0,SF,6,0.02,0,tcp,0.25,0.0,255,1.0,0,0,278,http,0.0,1.0,0.0,8,0.0,0.0,0.0,1761,0,1,87,0.0,0.0,normal
0.0,0,0.01,0.01,SF,178,0.0,0,udp,0.0,0.0,254,1.0,0,0,45,domain_u,0.0,0.99,0.0,177,0.0,0.0,0.0,79,0,0,255,0.0,0.01,normal
0.0,0,0.12,0.0,SF,8,0.1,0,tcp,0.22,0.0,255,1.0,0,0,327,http,0.0,1.0,0.0,9,0.0,0.0,0.0,4930,0,1,8,0.0,0.0,normal
0.0,0,0.35,0.03,SF,2,0.03,0,tcp,0.0,0.0,76,0.35,0,0,192,ftp_data,0.0,1.0,0.0,2,0.0,0.0,0.0,0,0,1,180,0.0,0.0,normal
0.0,0,0.0,0.01,SF,5,0.0,0,tcp,0.0,0.0,251,0.98,0,0,280,http,0.0,1.0,0.0,5,0.0,0.0,0.0,303,0,1,255,0.0,0.0,normal
0.0,0,0.01,0.0,SF,2,0.02,0,tcp,0.0,0.01,255,1.0,0,0,191,http,0.01,1.0,0.0,2,0.0,0.0,0.0,2568,0,1,189,0.0,0.0,normal
0.0,0,0.23,0.04,SF,2,0.02,0,tcp,0.0,0.0,91,0.23,0,0,1830,ftp_data,0.0,1.0,0.0,2,0.0,0.0,0.0,0,0,1,137,0.0,0.0,normal
0.0,0,0.03,0.0,SF,10,0.03,0,tcp,0.0,0.0,255,1.0,0,0,210,http,0.0,1.0,0.0,10,0.0,0.0,0.0,498,0,1,32,0.0,0.0,normal
0.0,0,0.36,0.02,SF,8,0.0,0,tcp,0.0,0.0,92,0.36,0,0,7077,ftp_data,0.0,1.0,0.0,8,0.0,0.0,0.0,0,0,1,255,0.0,0.0,normal
0.0,0,0.33,0.0,SF,3,0.05,0,tcp,0.0,0.0,255,1.0,0,0,208,http,0.0,1.0,0.0,3,0.0,0.0,0.0,2774,0,1,3,0.0,0.0,normal
0.0,0,0.25,0.0,REJ,1,0.08,0,tcp,0.0,0.0,185,1.0,0,0,0,http,0.0,1.0,1.0,1,1.0,1.0,0.0,0,0,0,4,1.0,0.0,normal
0.0,0,0.0,0.0,SF,3,0.0,0,tcp,0.0,0.0,255,1.0,0,0,200,http,0.0,1.0,0.0,3,0.0,0.0,0.0,1653,0,1,255,0.0,0.0,normal
0.0,0,0.0,0.0,SF,5,0.0,0,tcp,0.33,0.0,255,1.0,0,0,207,http,0.0,1.0,0.0,6,0.0,0.0,0.0,306,0,1,255,0.0,0.0,normal
0.05,0,0.45,0.07,SF,20,0.0,0,tcp,0.0,0.0,1,0.0,0,0,3775,other,0.0,0.05,0.0,1,0.0,0.0,0.0,0,0,0,255,0.0,0.75,normal
0.0,0,0.0,0.0,SF,5,0.0,0,tcp,0.0,0.0,255,1.0,0,0,328,http,0.0,1.0,0.0,5,0.0,0.0,0.0,405,0,1,255,0.0,0.0,normal
0.0,0,0.01,0.0,SF,25,0.03,0,tcp,0.0,0.0,255,1.0,0,0,231,http,0.0,1.0,0.0,25,0.0,0.0,0.0,284,0,1,133,0.0,0.0,normal
0.0,1228,0.91,0.65,SF,1,0.0,0,udp,0.0,0.0,2,0.01,0,0,147,other,0.0,1.0,0.0,1,0.0,0.0,0.0,105,0,0,255,0.0,0.0,normal
0.0,0,0.0,0.01,SF,198,0.0,0,udp,0.01,0.0,161,0.81,0,0,43,domain_u,0.0,0.99,0.0,275,0.0,0.0,0.0,126,0,0,200,0.0,0.01,normal
0.0,0,0.44,0.03,SF,15,0.0,0,tcp,0.0,0.0,112,0.44,0,0,88382,ftp_data,0.0,1.0,0.0,15,0.0,0.0,0.0,0,0,0,255,0.0,0.0,normal
0.0,0,0.03,0.0,SF,1,0.05,0,tcp,0.0,0.01,255,1.0,0,0,221,http,0.03,1.0,0.0,1,0.0,0.0,0.0,398,0,1,40,0.0,0.0,normal
0.0,0,0.01,0.0,REJ,1,0.06,0,tcp,0.0,0.0,255,1.0,0,0,0,http,0.0,1.0,1.0,1,0.7,1.0,0.0,0,0,0,142,0.53,0.0,normal
0.0,0,0.01,0.0,SF,21,0.03,0,tcp,0.09,0.0,255,1.0,0,0,296,http,0.0,1.0,0.0,23,0.0,0.0,0.0,275,0,1,79,0.0,0.0,normal
0.0,0,0.11,0.0,SF,7,0.01,0,tcp,0.22,0.0,255,1.0,0,0,264,http,0.0,1.0,0.0,9,0.0,0.0,0.0,9819,0,1,9,0.0,0.0,normal
0.0,27,0.01,0.05,SF,1,0.0,30,tcp,0.0,0.0,30,0.23,0,0,1484,ftp,0.0,1.0,0.0,1,0.0,0.0,0.0,4152,1,1,130,0.0,0.0,normal
0.0,0,0.0,0.01,SF,1,0.0,0,tcp,0.0,0.0,228,0.89,0,0,260,http,0.0,1.0,0.0,1,0.0,0.0,0.0,11512,0,1,255,0.0,0.0,normal
0.0,0,0.25,0.0,SF,4,0.06,0,tcp,0.0,0.0,255,1.0,0,0,213,http,0.0,1.0,0.0,4,0.0,0.0,0.0,6418,0,1,4,0.0,0.0,normal
0.0,5,0.03,0.06,SF,1,0.03,0,tcp,0.0,0.0,72,0.56,0,0,1110,smtp,0.0,1.0,0.0,1,0.0,0.0,0.0,369,0,1,32,0.0,0.0,normal
0.5,0,0.0,0.0,SF,2,0.0,0,tcp,0.17,0.0,255,1.0,0,0,206,http,0.0,1.0,0.0,18,0.0,0.0,0.11,3413,0,1,255,0.0,0.0,normal
0.0,0,0.14,0.0,SF,2,0.06,0,tcp,0.0,0.0,255,1.0,0,0,225,http,0.0,1.0,0.0,2,0.0,0.0,0.0,2117,0,1,7,0.0,0.0,normal
0.0,0,0.33,0.0,SF,3,0.04,0,tcp,0.0,0.0,255,1.0,0,0,217,http,0.0,1.0,0.0,3,0.0,0.0,0.0,6464,0,1,3,0.0,0.0,normal
0.0,0,0.01,0.0,SF,94,0.0,0,udp,0.01,0.0,255,1.0,0,0,44,domain_u,0.0,1.0,0.0,174,0.0,0.0,0.0,44,0,0,255,0.0,0.0,normal
0.08,0,0.0,0.0,SF,13,0.0,0,tcp,0.0,0.0,255,1.0,0,0,222,http,0.0,1.0,0.0,13,0.0,0.0,0.08,1688,0,1,255,0.0,0.0,normal
0.0,0,0.01,0.01,SF,111,0.0,0,udp,0.02,0.0,227,0.89,0,0,45,domain_u,0.0,1.0,0.0,113,0.0,0.0,0.0,45,0,0,255,0.0,0.0,normal
0.0,0,0.01,0.0,SF,1,0.03,0,tcp,0.0,0.0,255,1.0,0,0,255,http,0.0,1.0,0.0,1,0.0,0.0,0.0,1615,0,1,106,0.0,0.0,normal
0.0,0,0.0,0.0,SF,4,0.0,0,tcp,0.0,0.0,255,1.0,0,0,219,http,0.0,1.0,0.0,4,0.0,0.0,0.0,1211,0,1,255,0.0,0.0,normal
0.0,7130,0.75,0.55,SF,1,0.0,0,udp,0.0,0.0,1,0.0,0,0,146,other,0.0,1.0,0.0,1,0.0,0.0,0.0,105,0,0,255,0.0,0.0,normal
0.0,0,0.0,0.0,SF,6,0.0,0,tcp,0.0,0.01,255,1.0,0,0,231,http,0.01,1.0,0.0,6,0.0,0.0,0.0,2304,0,1,255,0.0,0.0,normal
0.0,0,0.0,0.0,SF,22,0.0,0,tcp,0.1,0.0,255,1.0,0,0,315,http,0.0,1.0,0.0,30,0.0,0.0,0.0,255,0,1,255,0.0,0.0,normal
0.0,0,0.0,0.0,SF,29,0.0,0,tcp,0.0,0.0,255,1.0,0,0,239,http,0.0,1.0,0.0,29,0.0,0.0,0.0,1206,0,1,255,0.0,0.0,normal
0.0,0,0.0,0.0,SF,19,0.0,0,tcp,0.13,0.0,255,1.0,0,0,298,http,0.0,1.0,0.0,31,0.0,0.0,0.0,1422,0,1,255,0.0,0.0,normal
0.0,0,0.0,0.01,SF,310,0.0,0,udp,0.0,0.0,254,1.0,0,0,43,domain_u,0.0,1.0,0.0,310,0.0,0.0,0.0,74,0,0,255,0.0,0.0,normal
0.0,0,0.0,0.0,SF,3,0.0,0,tcp,0.5,0.0,255,1.0,0,0,219,http,0.0,1.0,0.0,4,0.0,0.0,0.0,3729,0,1,255,0.0,0.0,normal
0.0,0,0.02,0.0,SF,5,0.04,0,tcp,0.0,0.0,255,1.0,0,0,200,http,0.0,1.0,0.0,5,0.0,0.0,0.0,8585,0,1,55,0.0,0.0,normal
0.0,0,0.01,0.04,SF,1,0.02,0,tcp,1.0,0.01,100,0.63,0,0,714,smtp,0.01,1.0,0.0,2,0.0,0.0,0.0,281,0,1,153,0.0,0.0,normal
0.0,0,0.01,0.02,SF,1,0.0,0,tcp,0.0,0.0,92,0.93,0,0,257,http,0.0,1.0,0.0,1,0.0,0.0,0.0,3136,0,1,99,0.0,0.0,normal
0.0,0,1.0,0.0,SF,379,0.0,0,udp,0.0,0.0,255,1.0,0,0,516,other,0.0,1.0,0.0,379,0.0,0.0,0.0,4,0,0,255,0.0,0.0,normal
0.0,0,0.03,0.0,SF,4,0.02,0,tcp,0.12,0.01,255,1.0,0,0,281,http,0.03,1.0,0.0,16,0.0,0.0,0.0,753,0,1,30,0.0,0.0,normal
0.0,0,0.03,0.0,SF,1,0.02,0,tcp,0.21,0.0,255,1.0,0,0,316,http,0.0,1.0,0.0,14,0.0,0.0,0.0,9737,0,1,34,0.0,0.0,normal
0.0,0,0.01,0.0,SF,2,0.02,0,tcp,0.0,0.0,255,1.0,0,0,292,http,0.0,1.0,0.0,2,0.0,0.0,0.0,1646,0,1,148,0.0,0.0,normal
0.0,0,0.02,0.0,SF,7,0.03,0,tcp,0.0,0.0,170,1.0,0,0,254,http,0.0,1.0,0.0,7,0.0,0.0,0.0,555,0,1,45,0.0,0.0,normal
0.0,0,0.01,0.0,SF,17,0.03,0,tcp,0.0,0.0,255,1.0,0,0,346,http,0.0,1.0,0.0,17,0.0,0.0,0.0,349,0,1,74,0.0,0.0,normal
0.0,0,0.38,0.03,SF,21,0.0,0,tcp,0.0,0.0,73,0.38,0,0,15876,ftp_data,0.0,1.0,0.0,21,0.0,0.0,0.0,0,0,0,192,0.0,0.0,normal
0.0,0,0.17,0.0,SF,1,0.04,0,tcp,0.0,0.0,255,1.0,0,0,234,http,0.0,1.0,0.0,1,0.0,0.0,0.0,193,0,1,6,0.0,0.0,normal
0.0,0,0.0,0.0,SF,7,0.0,0,tcp,0.0,0.0,255,1.0,0,0,305,http,0.0,1.0,0.0,7,0.0,0.0,0.0,4758,0,1,255,0.0,0.0,normal
0.09,0,0.4,0.04,SF,11,0.0,0,tcp,0.0,0.0,1,0.0,0,0,10044,other,0.02,0.09,0.0,1,0.0,0.0,0.0,0,0,0,227,0.0,0.27,normal
0.0,0,0.0,0.01,SF,75,0.0,0,udp,0.01,0.0,241,0.95,0,0,43,domain_u,0.0,0.99,0.0,155,0.0,0.0,0.0,109,0,0,255,0.0,0.03,normal
0.0,0,0.04,0.0,SF,16,0.06,0,tcp,0.12,0.0,255,1.0,0,0,187,http,0.0,1.0,0.0,17,0.0,0.0,0.0,2922,0,1,23,0.0,0.0,normal
0.0,0,0.0,0.0,SF,20,0.0,0,tcp,0.0,0.0,255,1.0,0,0,317,http,0.0,1.0,0.0,20,0.0,0.0,0.0,1800,0,1,255,0.0,0.0,normal
0.0,0,0.03,0.0,SF,2,0.06,0,tcp,0.0,0.06,35,1.0,0,0,308,http,0.0,1.0,0.0,2,0.03,0.0,0.0,553,0,1,32,0.0,0.0,normal
0.0,0,1.0,0.0,SF,1,0.04,0,tcp,0.0,0.0,255,1.0,0,0,314,http,0.0,1.0,0.0,1,0.0,0.0,0.0,1053,0,1,1,0.0,0.0,normal
0.0,0,0.02,0.0,SF,2,0.03,0,tcp,0.0,0.0,255,1.0,0,0,217,http,0.0,1.0,0.0,2,0.0,0.0,0.0,13389,0,1,45,0.0,0.0,normal
0.0,0,0.0,0.0,SF,3,0.03,0,tcp,0.0,0.0,255,1.0,0,0,270,http,0.0,1.0,0.0,3,0.0,0.0,0.0,872,0,1,201,0.0,0.0,normal
0.0,0,0.02,0.0,SF,7,0.05,0,tcp,0.25,0.0,255,1.0,0,0,202,http,0.0,1.0,0.0,8,0.0,0.0,0.0,297,0,1,45,0.0,0.0,normal
0.0,0,0.02,0.08,SF,2,0.01,0,tcp,0.0,0.0,175,0.69,0,0,1094,smtp,0.0,0.5,0.0,1,0.0,0.0,0.0,335,0,1,52,0.0,1.0,normal
0.0,0,0.32,0.04,SF,4,0.04,0,tcp,0.0,0.0,48,0.32,0,0,8766,ftp_data,0.0,1.0,0.0,4,0.0,0.0,0.0,0,0,1,133,0.0,0.0,normal
0.0,0,0.01,0.01,SF,145,0.0,0,udp,0.01,0.0,254,1.0,0,0,42,domain_u,0.0,0.99,0.0,225,0.0,0.0,0.0,42,0,0,255,0.0,0.01,normal
0.0,1,0.02,0.07,SF,1,0.01,0,tcp,1.0,0.01,138,0.32,0,0,709,smtp,0.02,1.0,0.0,2,0.0,0.0,0.0,335,0,1,57,0.0,0.0,normal
0.0,0,0.02,0.0,SF,1,0.01,0,tcp,0.42,0.0,255,1.0,0,0,211,http,0.0,1.0,0.0,12,0.0,0.0,0.0,598,0,1,53,0.0,0.0,normal
0.0,0,0.0,0.0,SF,14,0.0,0,tcp,0.0,0.0,255,1.0,0,0,352,http,0.0,1.0,0.0,14,0.0,0.0,0.0,772,0,1,255,0.0,0.0,normal
0.0,0,0.2,0.0,SF,1,0.01,0,tcp,0.31,0.0,255,1.0,0,0,357,http,0.0,1.0,0.0,13,0.0,0.0,0.0,602,0,1,5,0.0,0.0,normal
0.0,0,0.0,0.0,SF,9,0.0,0,tcp,0.2,0.0,255,1.0,0,0,209,http,0.0,1.0,0.0,10,0.0,0.0,0.0,2445,0,1,255,0.0,0.0,normal
0.0,0,0.0,0.0,SF,10,0.01,0,tcp,0.18,0.0,255,1.0,0,0,237,http,0.0,1.0,0.0,17,0.0,0.0,0.0,1512,0,1,240,0.0,0.0,normal
0.0,0,0.01,0.0,SF,7,0.0,0,tcp,0.0,0.0,255,1.0,0,0,382,http,0.0,1.0,0.0,7,0.0,0.0,0.0,290,0,1,255,0.0,0.0,normal
0.0,0,0.0,0.0,SF,243,0.0,0,udp,0.01,0.0,255,1.0,0,0,45,domain_u,0.0,1.0,0.0,243,0.0,0.0,0.0,81,0,0,255,0.0,0.01,normal
0.0,0,0.07,0.0,REJ,14,0.01,0,tcp,0.0,0.0,255,1.0,0,0,0,http,0.0,1.0,0.64,14,0.05,0.64,0.0,0,0,0,14,0.64,0.0,normal
0.0,0,0.03,0.0,SF,13,0.04,0,tcp,0.0,0.0,255,1.0,0,0,293,http,0.0,1.0,0.0,13,0.0,0.0,0.0,5915,0,1,34,0.0,0.0,normal
0.0,0,0.17,0.03,SF,1,0.0,0,tcp,1.0,0.0,33,0.17,0,0,641,ftp_data,0.0,1.0,0.0,2,0.0,0.0,0.0,0,0,1,199,0.0,0.0,normal
0.0,0,0.0,0.0,SF,27,0.0,0,tcp,0.0,0.0,255,1.0,0,0,238,http,0.0,1.0,0.0,27,0.0,0.0,0.0,821,0,1,255,0.0,0.0,normal
0.0,0,0.0,0.0,SF,70,0.0,0,udp,0.01,0.0,255,1.0,0,0,45,domain_u,0.0,1.0,0.0,142,0.0,0.0,0.0,129,0,0,255,0.0,0.0,normal
0.0,0,0.01,0.0,SF,8,0.01,0,tcp,0.0,0.0,255,1.0,0,0,210,http,0.0,1.0,0.0,8,0.0,0.0,0.0,28076,0,1,191,0.0,0.0,normal
0.0,0,0.0,0.0,SF,26,0.0,0,tcp,0.0,0.0,255,1.0,0,0,359,http,0.0,1.0,0.0,26,0.0,0.0,0.0,1960,0,1,255,0.0,0.0,normal
0.0,0,0.0,0.0,SF,10,0.01,0,tcp,0.23,0.0,255,1.0,0,0,276,http,0.0,1.0,0.0,13,0.0,0.0,0.0,319,0,1,216,0.0,0.0,normal
0.0,0,0.39,0.01,SF,287,0.0,0,udp,0.0,0.0,143,0.81,0,0,129,domain_u,0.0,1.0,0.0,286,0.0,0.0,0.0,45,0,0,176,0.0,0.01,normal
0.0,0,0.02,0.12,SF,1,0.01,0,tcp,0.0,0.01,143,0.54,0,0,631,smtp,0.0,1.0,0.0,1,0.0,0.0,0.0,338,0,1,50,0.0,0.0,normal
0.0,1031,0.93,0.6,SF,2,0.0,0,udp,0.0,0.0,3,0.01,0,0,146,other,0.0,0.5,0.0,1,0.0,0.0,0.0,105,0,0,255,0.0,1.0,normal
0.0,0,0.0,0.0,SF,37,0.0,0,tcp,0.08,0.0,255,1.0,0,0,217,http,0.0,1.0,0.0,39,0.0,0.0,0.0,1035,0,1,255,0.0,0.0,normal
0.0,0,1.0,0.0,SF,1,0.0,0,icmp,0.0,0.0,153,1.0,0,0,30,ecr_i,0.0,1.0,0.0,1,0.0,0.0,0.0,0,0,0,153,0.0,0.0,normal
0.0,142,0.01,0.0,SF,1,0.07,0,tcp,0.12,0.0,255,1.0,0,0,237,http,0.0,1.0,0.0,16,0.02,0.0,0.0,238,0,1,72,0.03,0.0,normal
0.0,0,0.02,0.0,SF,15,0.03,0,tcp,0.0,0.0,255,1.0,0,0,202,http,0.0,1.0,0.0,15,0.0,0.0,0.0,983,0,1,53,0.0,0.0,normal
0.0,0,0.0,0.01,SF,69,0.0,0,udp,0.01,0.0,241,0.95,0,0,44,domain_u,0.0,0.99,0.0,149,0.0,0.0,0.0,126,0,0,255,0.0,0.03,normal
0.0,0,0.0,0.0,SF,17,0.0,0,tcp,0.0,0.0,255,1.0,0,0,324,http,0.0,1.0,0.0,17,0.0,0.0,0.0,2638,0,1,255,0.0,0.0,normal
0.0,0,0.0,0.0,SF,20,0.0,0,tcp,0.0,0.0,255,1.0,0,0,201,http,0.0,1.0,0.0,20,0.0,0.0,0.0,1800,0,1,255,0.0,0.0,normal
0.0,0,0.01,0.0,SF,12,0.03,0,tcp,0.0,0.0,255,1.0,0,0,174,http,0.0,1.0,0.0,12,0.0,0.0,0.0,2028,0,1,88,0.0,0.0,normal
0.0,0,1.0,0.0,SF,1,0.02,0,tcp,0.13,0.0,255,1.0,0,0,238,http,0.0,1.0,0.0,15,0.0,0.0,0.0,657,0,1,1,0.0,0.0,normal
0.0,0,0.04,0.0,SF,1,0.07,0,tcp,0.0,0.01,255,1.0,0,0,194,http,0.04,1.0,0.0,1,0.0,0.0,0.0,17192,0,1,26,0.0,0.0,normal
0.0,0,0.01,0.0,SF,18,0.02,0,tcp,0.0,0.0,255,1.0,0,0,241,http,0.0,1.0,0.0,18,0.0,0.0,0.0,2324,0,1,179,0.0,0.0,normal
0.0,9592,0.9,0.41,SF,4,0.0,0,udp,0.0,0.0,2,0.01,0,0,147,other,0.0,0.5,0.0,2,0.0,0.0,0.0,105,0,0,255,0.0,0.5,normal
0.0,0,0.0,0.0,SF,26,0.0,0,udp,0.03,0.0,255,1.0,0,0,45,domain_u,0.0,1.0,0.0,65,0.0,0.0,0.0,151,0,0,255,0.0,0.0,normal
0.0,0,0.5,0.0,REJ,2,0.1,0,tcp,0.0,0.0,249,1.0,0,0,0,http,0.0,1.0,1.0,2,0.98,1.0,0.0,0,0,0,2,1.0,0.0,normal
0.0,0,0.01,0.0,SF,3,0.02,0,tcp,0.29,0.0,255,1.0,0,0,284,http,0.0,1.0,0.0,7,0.0,0.0,0.0,1108,0,1,163,0.0,0.0,normal
0.0,0,0.14,0.0,SF,1,0.01,0,tcp,0.0,0.0,168,1.0,0,0,665,smtp,0.0,1.0,0.0,1,0.0,0.0,0.0,344,0,1,7,0.0,0.0,normal
0.0,0,0.0,0.01,SF,7,0.0,0,tcp,0.0,0.02,245,0.96,0,0,306,http,0.02,1.0,0.0,7,0.0,0.0,0.0,2239,0,1,255,0.0,0.0,normal
0.0,0,0.0,0.01,SF,71,0.0,0,udp,0.01,0.0,165,0.66,0,0,44,domain_u,0.0,1.0,0.0,149,0.0,0.0,0.0,130,0,0,249,0.0,0.0,normal
0.0,0,0.12,0.0,SF,8,0.11,0,tcp,0.0,0.0,19,1.0,0,0,204,http,0.0,1.0,0.0,8,0.0,0.0,0.0,25948,0,1,8,0.0,0.0,normal
0.0,23,0.01,0.05,SF,1,0.0,5,tcp,0.0,0.0,27,0.18,0,0,295,ftp,0.0,1.0,0.0,1,0.07,0.0,0.0,903,1,1,146,0.01,0.0,normal
0.0,0,0.1,0.0,SF,1,0.0,0,udp,0.0,0.0,10,1.0,0,0,105,private,0.0,1.0,0.0,1,0.0,0.0,0.0,147,0,0,10,0.0,0.0,normal
0.0,0,0.04,0.0,SF,5,0.05,0,tcp,0.0,0.0,255,1.0,0,0,285,http,0.0,1.0,0.0,5,0.0,0.0,0.0,619,0,1,26,0.0,0.0,normal
0.0,0,0.0,0.01,SF,65,0.0,0,udp,0.01,0.0,254,1.0,0,0,44,domain_u,0.0,1.0,0.0,145,0.0,0.0,0.0,132,0,0,255,0.0,0.0,normal
0.0,0,0.02,0.0,SF,14,0.05,0,tcp,0.0,0.0,255,1.0,0,0,243,http,0.0,1.0,0.0,14,0.0,0.0,0.0,714,0,1,63,0.0,0.0,normal
0.0,0,0.01,0.01,SF,155,0.0,0,udp,0.0,0.0,254,1.0,0,0,43,domain_u,0.0,0.99,0.0,154,0.0,0.0,0.0,43,0,0,255,0.0,0.01,normal
0.0,0,0.25,0.0,SF,1,0.03,0,tcp,0.0,0.0,255,1.0,0,0,302,http,0.0,1.0,0.0,1,0.0,0.0,0.0,6717,0,1,4,0.0,0.0,normal
0.0,0,0.02,0.0,SF,10,0.04,0,tcp,0.0,0.0,255,1.0,0,0,266,http,0.0,1.0,0.0,10,0.0,0.0,0.0,445,0,1,42,0.0,0.0,normal
